filename,width,height,class,xmin,ymin,xmax,ymax
ID=8_x=02_y=04.png,1024,1024,quanat,634,39,703,95
ID=8_x=02_y=04.png,1024,1024,quanat,904,225,947,261
ID=8_x=02_y=03.png,1024,1024,quanat,402,973,445,1018
ID=8_x=02_y=03.png,1024,1024,quanat,548,898,590,938
ID=8_x=02_y=03.png,1024,1024,quanat,698,982,735,1013
ID=8_x=02_y=03.png,1024,1024,quanat,732,879,770,916
ID=8_x=02_y=03.png,1024,1024,quanat,690,819,727,859
ID=8_x=02_y=03.png,1024,1024,quanat,772,783,809,826
ID=8_x=02_y=03.png,1024,1024,quanat,832,738,882,778
ID=8_x=02_y=03.png,1024,1024,quanat,822,690,859,733
ID=8_x=02_y=03.png,1024,1024,quanat,957,670,999,712
ID=8_x=02_y=03.png,1024,1024,quanat,871,602,905,641
ID=8_x=02_y=03.png,1024,1024,quanat,943,519,975,558
ID=8_x=02_y=02.png,1024,1024,quanat,255,23,292,58
ID=8_x=02_y=02.png,1024,1024,quanat,183,137,219,182
ID=8_x=02_y=02.png,1024,1024,quanat,100,257,137,293
ID=8_x=02_y=02.png,1024,1024,quanat,34,372,69,416
ID=8_x=01_y=01.png,1024,1024,quanat,389,478,427,517
ID=8_x=01_y=01.png,1024,1024,quanat,469,355,512,398
ID=8_x=01_y=01.png,1024,1024,quanat,543,238,591,281
ID=8_x=01_y=01.png,1024,1024,quanat,621,113,666,166
ID=8_x=02_y=01.png,1024,1024,quanat,982,63,1024,119
ID=8_x=02_y=01.png,1024,1024,quanat,904,174,947,221
ID=8_x=02_y=01.png,1024,1024,quanat,669,504,706,545
ID=8_x=02_y=01.png,1024,1024,quanat,603,630,636,666
ID=8_x=02_y=01.png,1024,1024,quanat,506,733,543,770
ID=8_x=02_y=01.png,1024,1024,quanat,420,840,459,882
ID=8_x=02_y=01.png,1024,1024,quanat,341,945,379,983
ID=8_x=02_y=01.png,1024,1024,quanat,18,589,56,623
ID=8_x=02_y=01.png,1024,1024,quanat,34,312,67,341
ID=8_x=02_y=01.png,1024,1024,quanat,33,288,64,317
ID=8_x=03_y=03.png,1024,1024,quanat,940,115,982,162
ID=8_x=03_y=03.png,1024,1024,quanat,796,203,841,251
ID=8_x=03_y=03.png,1024,1024,quanat,644,276,694,328
ID=8_x=03_y=03.png,1024,1024,quanat,368,428,402,467
ID=8_x=03_y=03.png,1024,1024,quanat,216,512,261,554
ID=8_x=03_y=03.png,1024,1024,quanat,72,592,123,639
ID=8_x=03_y=03.png,1024,1024,quanat,50,361,89,401
ID=8_x=03_y=03.png,1024,1024,quanat,126,281,169,323
ID=8_x=03_y=02.png,1024,1024,quanat,999,125,1024,170
ID=8_x=03_y=02.png,1024,1024,quanat,931,147,969,196
ID=8_x=03_y=02.png,1024,1024,quanat,871,195,907,239
ID=8_x=03_y=02.png,1024,1024,quanat,806,237,839,277
ID=8_x=03_y=02.png,1024,1024,quanat,648,408,689,453
ID=8_x=03_y=02.png,1024,1024,quanat,591,481,639,523
ID=8_x=03_y=02.png,1024,1024,quanat,512,547,558,591
ID=8_x=03_y=02.png,1024,1024,quanat,397,724,458,780
ID=8_x=03_y=02.png,1024,1024,quanat,298,898,340,941
ID=8_x=03_y=02.png,1024,1024,quanat,229,971,270,1013
ID=8_x=03_y=04.png,1024,1024,quanat,919,668,963,711
ID=8_x=03_y=04.png,1024,1024,quanat,821,797,871,850
ID=8_x=03_y=04.png,1024,1024,quanat,734,930,777,981
ID=8_x=01_y=00.png,1024,1024,quanat,927,697,969,742
ID=8_x=01_y=00.png,1024,1024,quanat,784,919,823,963
ID=8_x=01_y=00.png,1024,1024,quanat,504,695,545,740
ID=8_x=01_y=00.png,1024,1024,quanat,469,646,514,688
ID=8_x=01_y=00.png,1024,1024,quanat,438,595,472,636
ID=8_x=01_y=00.png,1024,1024,quanat,410,572,450,612
ID=8_x=01_y=00.png,1024,1024,quanat,336,631,378,672
ID=8_x=01_y=00.png,1024,1024,quanat,324,663,364,700
ID=8_x=01_y=00.png,1024,1024,quanat,307,692,348,725
ID=8_x=01_y=00.png,1024,1024,quanat,292,717,333,760
ID=8_x=01_y=00.png,1024,1024,quanat,252,547,294,591
ID=8_x=01_y=00.png,1024,1024,quanat,220,543,258,585
ID=8_x=01_y=00.png,1024,1024,quanat,189,537,223,581
ID=8_x=01_y=00.png,1024,1024,quanat,156,533,196,572
ID=8_x=01_y=00.png,1024,1024,quanat,107,534,146,575
ID=8_x=01_y=00.png,1024,1024,quanat,58,539,98,590
ID=8_x=01_y=00.png,1024,1024,quanat,7,540,46,589
ID=8_x=01_y=04.png,1024,1024,quanat,97,610,145,657
ID=8_x=01_y=04.png,1024,1024,quanat,245,533,295,589
ID=8_x=01_y=04.png,1024,1024,quanat,392,467,445,515
ID=8_x=01_y=04.png,1024,1024,quanat,546,395,592,447
ID=8_x=01_y=04.png,1024,1024,quanat,689,323,737,372
ID=8_x=01_y=04.png,1024,1024,quanat,833,248,879,292
ID=8_x=01_y=04.png,1024,1024,quanat,982,170,1024,224
ID=8_x=01_y=04.png,1024,1024,quanat,25,30,59,64
ID=8_x=03_y=00.png,1024,1024,quanat,31,973,72,1019
ID=8_x=03_y=00.png,1024,1024,quanat,108,861,156,907
ID=8_x=03_y=00.png,1024,1024,quanat,198,789,234,833
ID=8_x=03_y=00.png,1024,1024,quanat,242,696,288,739
ID=8_x=03_y=00.png,1024,1024,quanat,335,628,368,667
ID=8_x=03_y=00.png,1024,1024,quanat,421,552,457,597
ID=8_x=03_y=00.png,1024,1024,quanat,506,483,548,535
ID=8_x=03_y=00.png,1024,1024,quanat,612,449,652,499
ID=8_x=03_y=00.png,1024,1024,quanat,717,418,757,461
ID=8_x=03_y=00.png,1024,1024,quanat,808,363,856,406
ID=8_x=03_y=00.png,1024,1024,quanat,892,287,935,331
ID=8_x=03_y=00.png,1024,1024,quanat,978,215,1019,256
ID=8_x=04_y=02.png,1024,1024,quanat,993,175,1024,211
ID=8_x=04_y=02.png,1024,1024,quanat,894,188,936,231
ID=8_x=04_y=02.png,1024,1024,quanat,904,273,941,314
ID=8_x=04_y=02.png,1024,1024,quanat,837,399,886,440
ID=8_x=04_y=02.png,1024,1024,quanat,770,315,813,356
ID=8_x=04_y=02.png,1024,1024,quanat,74,1,107,36
ID=8_x=04_y=02.png,1024,1024,quanat,27,61,58,98
ID=8_x=04_y=02.png,1024,1024,quanat,53,34,80,58
ID=8_x=04_y=02.png,1024,1024,quanat,301,811,345,854
ID=8_x=04_y=02.png,1024,1024,quanat,421,693,467,726
ID=8_x=04_y=02.png,1024,1024,quanat,540,566,582,607
ID=8_x=04_y=02.png,1024,1024,quanat,655,442,702,488
ID=8_x=04_y=02.png,1024,1024,quanat,772,512,812,557
ID=8_x=04_y=02.png,1024,1024,quanat,708,627,743,666
ID=8_x=04_y=02.png,1024,1024,quanat,649,746,683,785
ID=8_x=04_y=02.png,1024,1024,quanat,582,864,619,904
ID=8_x=04_y=02.png,1024,1024,quanat,516,990,553,1024
ID=8_x=02_y=00.png,1024,1024,quanat,936,862,991,908
ID=8_x=02_y=00.png,1024,1024,quanat,896,245,936,279
ID=8_x=02_y=00.png,1024,1024,quanat,888,277,926,307
ID=8_x=02_y=00.png,1024,1024,quanat,885,308,919,336
ID=8_x=02_y=00.png,1024,1024,quanat,978,15,1015,56
ID=8_x=04_y=01.png,1024,1024,quanat,973,292,1015,337
ID=8_x=04_y=01.png,1024,1024,quanat,914,317,966,370
ID=8_x=04_y=01.png,1024,1024,quanat,855,353,903,406
ID=8_x=04_y=01.png,1024,1024,quanat,798,390,846,441
ID=8_x=04_y=01.png,1024,1024,quanat,675,494,723,538
ID=8_x=04_y=01.png,1024,1024,quanat,609,538,648,577
ID=8_x=04_y=01.png,1024,1024,quanat,553,596,595,637
ID=8_x=04_y=01.png,1024,1024,quanat,485,644,531,688
ID=8_x=04_y=01.png,1024,1024,quanat,423,693,467,732
ID=8_x=04_y=01.png,1024,1024,quanat,353,733,398,779
ID=8_x=04_y=01.png,1024,1024,quanat,286,781,327,821
ID=8_x=04_y=01.png,1024,1024,quanat,235,840,273,881
ID=8_x=04_y=01.png,1024,1024,quanat,173,901,224,943
ID=8_x=04_y=01.png,1024,1024,quanat,124,963,167,1001
ID=8_x=04_y=00.png,1024,1024,quanat,60,205,105,245
ID=8_x=04_y=00.png,1024,1024,quanat,148,135,207,179
ID=8_x=04_y=00.png,1024,1024,quanat,252,72,293,114
ID=8_x=04_y=00.png,1024,1024,quanat,361,32,401,62
ID=8_x=04_y=03.png,1024,1024,quanat,438,88,493,131
ID=8_x=04_y=03.png,1024,1024,quanat,357,209,397,246
ID=8_x=04_y=03.png,1024,1024,quanat,274,318,308,351
ID=8_x=04_y=03.png,1024,1024,quanat,182,419,216,453
ID=8_x=04_y=03.png,1024,1024,quanat,83,531,119,562
ID=8_x=04_y=03.png,1024,1024,quanat,458,945,500,985
ID=8_x=04_y=03.png,1024,1024,quanat,684,896,731,939
ID=8_x=04_y=03.png,1024,1024,quanat,549,816,596,854
ID=8_x=04_y=03.png,1024,1024,quanat,628,705,675,744
ID=8_x=04_y=03.png,1024,1024,quanat,771,787,810,819
ID=8_x=04_y=03.png,1024,1024,quanat,849,669,890,707
ID=8_x=04_y=03.png,1024,1024,quanat,925,561,961,596
ID=8_x=04_y=03.png,1024,1024,quanat,713,587,758,626
ID=8_x=04_y=03.png,1024,1024,quanat,796,468,833,505
ID=8_x=04_y=03.png,1024,1024,quanat,874,345,912,389
ID=8_x=04_y=03.png,1024,1024,quanat,998,455,1024,498
ID=8_x=04_y=03.png,1024,1024,quanat,980,276,1015,312
ID=8_x=04_y=04.png,1024,1024,quanat,1,553,28,583
ID=8_x=04_y=04.png,1024,1024,quanat,89,421,124,457
ID=8_x=04_y=04.png,1024,1024,quanat,276,166,315,211
ID=8_x=04_y=04.png,1024,1024,quanat,0,886,28,915
ID=8_x=04_y=04.png,1024,1024,quanat,91,754,134,793
ID=8_x=04_y=04.png,1024,1024,quanat,195,623,231,664
ID=8_x=04_y=04.png,1024,1024,quanat,281,482,321,515
ID=8_x=04_y=04.png,1024,1024,quanat,367,43,413,81
ID=8_x=04_y=04.png,1024,1024,quanat,538,104,583,145
ID=8_x=04_y=04.png,1024,1024,quanat,451,224,498,269
ID=8_x=04_y=04.png,1024,1024,quanat,368,350,406,390
ID=8_x=04_y=04.png,1024,1024,quanat,616,0,658,27
ID=8_x=04_y=04.png,1024,1024,quanat,336,706,375,754
ID=8_x=04_y=04.png,1024,1024,quanat,442,804,481,846
ID=8_x=04_y=04.png,1024,1024,quanat,458,955,497,998
ID=8_x=04_y=04.png,1024,1024,quanat,577,847,618,891
ID=8_x=04_y=04.png,1024,1024,quanat,719,900,748,927
ID=8_x=04_y=04.png,1024,1024,quanat,844,950,883,988
